Date,Adj Close,Close,High,Low,Open,Volume
2025-01-14,1078.4752197265625,1081.25,1096.75,1055.0999755859375,1063.0,113528
2025-01-15,1100.91748046875,1103.75,1112.0,1071.0999755859375,1080.0,131581
2025-01-16,1134.8802490234375,1137.800048828125,1166.75,1113.9000244140625,1113.9000244140625,264657
2025-01-17,1130.192138671875,1133.0999755859375,1138.5,1120.0999755859375,1122.550048828125,81095
2025-01-20,1134.0821533203125,1137.0,1148.050048828125,1107.75,1142.050048828125,111388
2025-01-21,1109.6451416015625,1112.5,1141.449951171875,1105.0,1139.8499755859375,112376
2025-01-22,1067.0047607421875,1069.75,1119.699951171875,1055.75,1110.0,206255
2025-01-23,1054.4371337890625,1057.1500244140625,1076.8499755859375,1048.300048828125,1069.949951171875,480569
2025-01-24,1028.15478515625,1030.800048828125,1093.949951171875,1024.199951171875,1065.5,322798
2025-01-27,1015.287841796875,1017.9000244140625,1032.449951171875,997.0499877929688,1026.5,628514
2025-01-28,1011.2981567382812,1013.9000244140625,1029.0,984.2999877929688,1017.2000122070312,232190
2025-01-29,1090.2449951171875,1093.050048828125,1207.300048828125,1013.0,1013.0,858010
2025-01-30,1111.04150390625,1113.9000244140625,1182.0,1101.050048828125,1182.0,1270911
2025-01-31,1168.044921875,1171.050048828125,1176.0,1108.699951171875,1125.0,327844
2025-02-01,1160.8134765625,1163.800048828125,1184.699951171875,1134.199951171875,1154.1500244140625,140834
2025-02-03,1160.264892578125,1163.25,1226.199951171875,1136.0999755859375,1139.3499755859375,850571
2025-02-04,1155.1280517578125,1158.0999755859375,1202.4000244140625,1145.5,1166.0999755859375,320510
2025-02-05,1155.6766357421875,1158.6500244140625,1173.949951171875,1149.0,1159.949951171875,225116
2025-02-06,1152.5347900390625,1155.5,1169.1500244140625,1122.75,1162.75,168771
2025-02-07,1143.75732421875,1146.699951171875,1163.5999755859375,1129.949951171875,1149.199951171875,177852
2025-02-10,1102.5633544921875,1105.4000244140625,1148.0,1098.0,1146.5999755859375,326258
2025-02-11,1055.7337646484375,1058.449951171875,1106.449951171875,1054.0,1105.0,152773
2025-02-12,1023.466796875,1026.0999755859375,1066.4000244140625,1012.9000244140625,1060.949951171875,387091
2025-02-13,1023.5665283203125,1026.199951171875,1062.300048828125,1012.25,1026.050048828125,117903
2025-02-14,1014.190673828125,1016.7999877929688,1037.3499755859375,1004.0,1026.199951171875,115001
2025-02-17,984.766357421875,987.2999877929688,1019.0,979.0,1018.9500122070312,168479
2025-02-18,971.3508911132812,973.8499755859375,995.7999877929688,966.0,988.0,142683
2025-02-19,1021.2225341796875,1023.8499755859375,1028.699951171875,968.4500122070312,974.9000244140625,266869
2025-02-20,1014.39013671875,1017.0,1044.449951171875,1005.0499877929688,1015.0,201857
2025-02-21,1003.46826171875,1006.0499877929688,1051.25,1001.0,1018.0,132979
2025-02-24,994.6908569335938,997.25,1020.3499755859375,985.0,1006.0999755859375,150450
2025-02-25,973.6948852539062,976.2000122070312,1000.4000244140625,969.3499755859375,997.0,145434
2025-02-27,976.58740234375,979.0999755859375,1005.0,967.0499877929688,973.0,137785
2025-02-28,944.61962890625,947.0499877929688,1000.7999877929688,932.2000122070312,969.9500122070312,315086
2025-03-03,937.5877685546875,940.0,960.5499877929688,924.6500244140625,947.0,173961
2025-03-04,945.866455078125,948.2999877929688,956.6500244140625,914.8499755859375,929.0999755859375,105041
2025-03-05,962.623291015625,965.0999755859375,977.0,940.0,945.7000122070312,262443
2025-03-06,955.7410888671875,958.2000122070312,998.5499877929688,955.75,978.6500244140625,129279
2025-03-07,951.90087890625,954.3499755859375,995.1500244140625,946.25,970.0,536807
2025-03-10,954.74365234375,957.2000122070312,975.2999877929688,943.2000122070312,954.3499755859375,151043
2025-03-11,950.3549194335938,952.7999877929688,965.0,924.2999877929688,949.9500122070312,173570
2025-03-12,973.9442138671875,976.4500122070312,980.9500122070312,941.7999877929688,952.7999877929688,293594
2025-03-13,948.0109252929688,950.4500122070312,976.0,940.0,972.0,284025
2025-03-17,934.2463989257812,936.6500244140625,961.2000122070312,931.0,961.2000122070312,319570
2025-03-18,934.2463989257812,936.6500244140625,936.6500244140625,936.6500244140625,936.6500244140625,0
2025-03-19,945.9662475585938,948.4000244140625,955.0,936.5499877929688,949.9500122070312,439275
2025-03-20,954.79345703125,957.25,965.0,947.5,959.9500122070312,518181
2025-03-21,961.3765258789062,963.8499755859375,986.5999755859375,943.0,959.0,1655532
2025-03-24,991.0501708984375,993.5999755859375,1030.0,975.0,975.0,1406554
2025-03-25,976.8367309570312,979.3499755859375,1057.8499755859375,972.0,1024.8499755859375,1123876
2025-03-26,973.495361328125,976.0,1004.0,971.6500244140625,984.0,332416
2025-03-27,990.8507690429688,993.4000244140625,996.0,966.5999755859375,973.0,261338
2025-03-28,974.1437377929688,976.6500244140625,1000.0,962.5,993.4000244140625,226342
2025-04-01,955.9904174804688,958.4500122070312,984.7000122070312,952.4000244140625,984.7000122070312,334660
2025-04-02,976.387939453125,978.9000244140625,1001.75,958.0,958.4500122070312,618270
2025-04-03,983.3699951171875,985.9000244140625,991.25,965.1500244140625,978.0,122198
2025-04-04,946.6643676757812,949.0999755859375,989.0,945.5999755859375,984.8499755859375,200643
2025-04-07,893.551025390625,895.8499755859375,918.5999755859375,852.0,859.9500122070312,307363
2025-04-08,921.5789794921875,923.9500122070312,944.2999877929688,910.0,944.2999877929688,653284
2025-04-09,907.016357421875,909.3499755859375,929.4500122070312,903.0499877929688,921.2000122070312,112204
2025-04-11,932.2015991210938,934.5999755859375,939.6500244140625,907.0499877929688,920.3499755859375,893045
2025-04-15,970.1539916992188,972.6500244140625,976.1500244140625,936.0,948.0999755859375,249701
2025-04-16,980.6270751953125,983.1500244140625,985.5999755859375,966.5999755859375,972.8499755859375,169014
2025-04-17,983.1704711914062,985.7000122070312,993.0,976.0,980.9500122070312,331762
2025-04-21,1005.9119873046875,1008.5,1012.0,979.7999877929688,986.0,316163
2025-04-22,1031.1470947265625,1033.800048828125,1039.0,1013.5,1018.6500244140625,302361
2025-04-23,1046.0587158203125,1048.75,1053.5,1027.5,1039.0,437071
2025-04-24,1034.73779296875,1037.4000244140625,1060.8499755859375,1023.0,1044.8499755859375,202301
2025-04-25,1020.374755859375,1023.0,1047.9000244140625,999.0499877929688,1042.550048828125,229473
2025-04-28,1022.2698974609375,1024.9000244140625,1044.0,1011.9500122070312,1023.0,200118
2025-04-29,1011.49755859375,1014.0999755859375,1039.9000244140625,995.0,1034.050048828125,194298
2025-04-30,1025.9603271484375,1028.5999755859375,1042.5,996.2000122070312,1020.7000122070312,449921
2025-05-02,986.3623046875,988.9000244140625,1022.5999755859375,988.0,1011.5,92124
2025-05-05,1018.0806884765625,1020.7000122070312,1023.2000122070312,985.9000244140625,990.2999877929688,220541
2025-05-06,994.74072265625,997.2999877929688,1028.5999755859375,992.7000122070312,1020.7000122070312,342171
2025-05-07,1015.3875732421875,1018.0,1023.0,988.0,990.0999755859375,79780
2025-05-08,1000.1268920898438,1002.7000122070312,1027.199951171875,985.0999755859375,1019.9000244140625,84741
2025-05-09,1013.8914184570312,1016.5,1022.9000244140625,978.0999755859375,995.0,200584
2025-05-12,1036.034423828125,1038.699951171875,1046.0999755859375,1026.699951171875,1031.0,249067
2025-05-13,1077.62744140625,1080.4000244140625,1087.800048828125,1038.0999755859375,1041.699951171875,331108
2025-05-14,1089.3970947265625,1092.199951171875,1104.300048828125,1068.800048828125,1081.0,335869
2025-05-15,1062.36669921875,1065.0999755859375,1109.9000244140625,1050.0,1095.0,455124
2025-05-16,1105.755126953125,1108.5999755859375,1121.800048828125,1056.800048828125,1070.0,692353
2025-05-19,1112.338134765625,1115.199951171875,1127.5,1093.5,1116.0999755859375,335846
2025-05-20,1107.4508056640625,1110.300048828125,1122.5999755859375,1096.0,1120.4000244140625,312484
2025-05-21,1107.949462890625,1110.800048828125,1124.5,1093.9000244140625,1115.0999755859375,169713
2025-05-22,1097.775634765625,1100.5999755859375,1115.9000244140625,1090.5,1109.0,182004
2025-05-23,1087.4022216796875,1090.199951171875,1114.300048828125,1086.300048828125,1102.4000244140625,307846
2025-05-26,1080.2208251953125,1083.0,1105.9000244140625,1079.0,1090.199951171875,156019
2025-05-27,1074.5355224609375,1077.300048828125,1091.5,1067.800048828125,1083.0,214656
2025-05-28,1083.9112548828125,1086.699951171875,1092.699951171875,1071.199951171875,1086.9000244140625,234247
2025-05-29,1105.755126953125,1108.5999755859375,1113.0,1080.5999755859375,1090.0,436844
2025-05-30,1091.591552734375,1094.4000244140625,1119.0999755859375,1081.300048828125,1118.5,377017
2025-06-02,1173.2813720703125,1176.300048828125,1187.9000244140625,1085.699951171875,1098.300048828125,919235
2025-06-03,1228.7386474609375,1231.9000244140625,1239.199951171875,1160.0,1178.0,782498
2025-06-04,1209.88720703125,1213.0,1226.9000244140625,1197.0,1225.0,431650
2025-06-05,1257.96337890625,1261.199951171875,1332.0,1194.199951171875,1218.0,2860767
2025-06-06,1274.7203369140625,1278.0,1325.0,1247.800048828125,1260.0,1027462
2025-06-09,1249.4852294921875,1252.699951171875,1285.0999755859375,1246.4000244140625,1281.9000244140625,545348
2025-06-10,1227.940673828125,1231.0999755859375,1270.199951171875,1223.4000244140625,1255.5999755859375,371317
2025-06-11,1231.6312255859375,1234.800048828125,1252.9000244140625,1225.5,1239.199951171875,275667
2025-06-12,1206.99462890625,1210.0999755859375,1244.4000244140625,1194.199951171875,1234.9000244140625,363470
2025-06-13,1182.3580322265625,1185.4000244140625,1195.0,1170.199951171875,1175.0,350891
2025-06-16,1192.8310546875,1195.9000244140625,1211.9000244140625,1170.199951171875,1191.199951171875,207427
2025-06-17,1174.478271484375,1177.5,1208.0,1175.0,1196.5999755859375,202410
2025-06-18,1164.703369140625,1167.699951171875,1196.0,1161.699951171875,1180.9000244140625,142812
2025-06-19,1132.486328125,1135.4000244140625,1171.4000244140625,1126.0,1166.0,301179
2025-06-20,1141.6627197265625,1144.5999755859375,1171.4000244140625,1136.199951171875,1141.0,307984
2025-06-23,1139.36865234375,1142.300048828125,1158.0,1134.9000244140625,1141.0,149718
2025-06-24,1139.4683837890625,1142.4000244140625,1175.0,1136.300048828125,1160.0,311048
2025-06-25,1155.0283203125,1158.0,1162.4000244140625,1136.4000244140625,1150.9000244140625,102608
2025-06-26,1125.1053466796875,1128.0,1168.4000244140625,1126.0,1165.699951171875,205629
2025-06-27,1106.453369140625,1109.300048828125,1142.5,1105.4000244140625,1137.0,210370
2025-06-30,1106.9520263671875,1109.800048828125,1122.5,1103.5,1122.5,229763
2025-07-01,1092.09033203125,1094.9000244140625,1115.800048828125,1088.5,1110.9000244140625,279900
2025-07-02,1056.5816650390625,1059.300048828125,1109.5,1055.699951171875,1099.9000244140625,273376
2025-07-03,1048.5023193359375,1051.199951171875,1070.0,1046.4000244140625,1062.0999755859375,299266
2025-07-04,1070.5457763671875,1073.300048828125,1078.9000244140625,1043.5999755859375,1058.0,370382
2025-07-07,1088.7987060546875,1091.5999755859375,1098.0,1069.5,1077.9000244140625,164723
2025-07-08,1118.0235595703125,1120.9000244140625,1125.0,1091.5999755859375,1098.4000244140625,461833
2025-07-09,1074.6351318359375,1077.4000244140625,1124.4000244140625,1075.0,1119.0,292934
2025-07-10,1077.1287841796875,1079.9000244140625,1098.4000244140625,1068.0,1086.699951171875,175561
2025-07-11,1060.2720947265625,1063.0,1079.9000244140625,1053.199951171875,1075.800048828125,582716
2025-07-14,1082.115966796875,1084.9000244140625,1095.0,1063.300048828125,1070.4000244140625,243489
2025-07-15,1088.2001953125,1091.0,1102.0999755859375,1081.199951171875,1094.9000244140625,372202
2025-07-16,1112.138671875,1115.0,1138.0,1097.0,1098.4000244140625,721318
2025-07-17,1128.8956298828125,1131.800048828125,1142.0,1109.0999755859375,1123.9000244140625,679931
2025-07-18,1108.9468994140625,1111.800048828125,1136.800048828125,1107.5,1136.800048828125,372109
2025-07-21,1098.7730712890625,1101.5999755859375,1125.0,1093.5999755859375,1123.0,185712
2025-07-22,1084.11083984375,1086.9000244140625,1128.800048828125,1085.0,1119.800048828125,379773
2025-07-23,1046.70703125,1049.4000244140625,1089.5999755859375,1028.5,1088.0,1193958
2025-07-24,1058.4766845703125,1061.199951171875,1070.0,1050.0,1055.0,205751
2025-07-25,1054.885986328125,1057.5999755859375,1067.0999755859375,1041.0,1057.9000244140625,323273
2025-07-28,1011.1983642578125,1013.7999877929688,1059.4000244140625,1009.2999877929688,1059.4000244140625,557612
2025-07-29,1006.4107055664062,1009.0,1026.0,993.9000244140625,1006.0,459388
2025-07-30,984.6666259765625,987.2000122070312,1015.0,965.0,1009.0,510640
2025-07-31,1005.2137451171875,1007.7999877929688,1011.5,958.9000244140625,959.9000244140625,630051
2025-08-01,980.1781616210938,982.7000122070312,1014.4000244140625,977.5999755859375,1004.0,216706
2025-08-04,982.771484375,985.2999877929688,996.0,969.5999755859375,982.7999877929688,124957
2025-08-05,990.2522583007812,992.7999877929688,997.2000122070312,971.5999755859375,990.9000244140625,124464
2025-08-06,966.214111328125,968.7000122070312,998.4000244140625,964.0,992.0,250041
2025-08-07,951.6515502929688,954.0999755859375,968.9000244140625,940.0,956.0999755859375,205043
2025-08-08,945.3677368164062,947.7999877929688,962.7999877929688,943.2000122070312,954.0999755859375,711610
2025-08-11,958.8330688476562,961.2999877929688,967.5999755859375,948.0,960.0,127382
2025-08-12,971.7000122070312,974.2000122070312,977.9000244140625,953.4000244140625,968.5999755859375,123311
2025-08-13,966.2000122070312,966.2000122070312,980.0,956.4000244140625,979.7999877929688,175538
2025-08-14,937.5999755859375,937.5999755859375,1006.5999755859375,894.0999755859375,985.0,3201681
2025-08-18,962.5999755859375,962.5999755859375,972.4000244140625,932.5,943.0,492360
2025-08-19,955.7000122070312,955.7000122070312,967.0,941.7000122070312,966.4000244140625,634512
2025-08-20,956.2999877929688,956.2999877929688,963.0999755859375,955.0,962.4000244140625,93637
2025-08-21,967.5999755859375,967.5999755859375,971.4000244140625,949.7999877929688,959.5999755859375,233516
2025-08-22,962.5,962.5,976.0,959.5,976.0,97917
2025-08-25,968.5999755859375,968.5999755859375,989.0,966.7000122070312,976.0999755859375,276781
2025-08-26,944.2000122070312,944.2000122070312,972.9000244140625,941.0,970.0,163862
2025-08-28,952.9000244140625,952.9000244140625,960.0,921.2999877929688,942.5,292163
2025-08-29,923.0999755859375,923.0999755859375,951.4000244140625,920.0999755859375,949.4000244140625,185737
2025-09-01,927.25,927.25,937.1500244140625,918.0,921.0,114250
2025-09-02,925.8499755859375,925.8499755859375,934.0,920.0,931.2999877929688,238239
2025-09-03,931.9000244140625,931.9000244140625,945.0,923.4500122070312,928.0,245704
2025-09-04,928.4500122070312,928.4500122070312,947.9500122070312,925.0499877929688,945.0,96336
2025-09-05,910.3499755859375,910.3499755859375,934.4000244140625,909.0,932.0,477593
2025-09-08,909.0,909.0,926.5499877929688,906.2999877929688,923.2999877929688,350647
2025-09-09,904.3499755859375,904.3499755859375,926.4000244140625,902.2999877929688,918.9500122070312,466392
2025-09-10,935.9000244140625,935.9000244140625,939.7999877929688,905.8499755859375,909.9500122070312,544953
2025-09-11,934.25,934.25,948.7999877929688,932.2999877929688,941.5,179878
2025-09-12,945.5999755859375,945.5999755859375,948.0,927.0,939.0,163999
2025-09-15,970.0499877929688,970.0499877929688,972.7000122070312,945.0,951.0,260474
2025-09-16,952.5999755859375,952.5999755859375,978.0,943.6500244140625,972.0,542440
2025-09-17,949.7999877929688,949.7999877929688,964.2999877929688,945.0499877929688,960.0,182987
2025-09-18,953.25,953.25,964.0,948.0,953.0,393976
2025-09-19,937.3499755859375,937.3499755859375,956.5499877929688,931.0499877929688,955.3499755859375,484950
2025-09-22,924.5999755859375,924.5999755859375,945.0,920.7999877929688,945.0,301230
2025-09-23,914.3499755859375,914.3499755859375,943.0999755859375,913.0,938.0,302517
2025-09-24,914.9000244140625,914.9000244140625,923.4000244140625,908.2000122070312,916.5,499674
2025-09-25,920.4500122070312,920.4500122070312,933.9000244140625,912.7999877929688,919.0,278566
2025-09-26,905.0999755859375,905.0999755859375,923.4500122070312,900.0499877929688,919.5,560409
2025-09-29,887.75,887.75,911.3499755859375,880.1500244140625,909.9000244140625,580713
2025-09-30,896.0499877929688,896.0499877929688,905.7999877929688,886.0,892.8499755859375,654011
2025-10-01,895.4000244140625,895.4000244140625,898.4500122070312,892.2000122070312,896.0999755859375,248767
2025-10-03,896.75,896.75,905.5499877929688,890.4000244140625,896.1500244140625,305265
2025-10-06,893.8499755859375,893.8499755859375,908.9500122070312,883.2000122070312,908.9500122070312,484380
2025-10-07,926.4500122070312,926.4500122070312,932.0,893.8499755859375,912.1500244140625,1148432
2025-10-08,912.2000122070312,912.2000122070312,931.9500122070312,903.7999877929688,931.9500122070312,438740
2025-10-09,919.0999755859375,919.0999755859375,926.3499755859375,908.75,919.2999877929688,198579
2025-10-10,942.6500244140625,942.6500244140625,959.4000244140625,912.0,919.0999755859375,549444
2025-10-13,930.4500122070312,930.4500122070312,940.0,922.5999755859375,940.0,122677
2025-10-14,914.9500122070312,914.9500122070312,934.5999755859375,908.4500122070312,930.5,221626
2025-10-15,956.7999877929688,956.7999877929688,964.4500122070312,910.0,912.0499877929688,748668
2025-10-16,967.75,967.75,977.2999877929688,953.6500244140625,956.7999877929688,428800
2025-10-17,980.8499755859375,980.8499755859375,990.0,964.0,967.75,501280
2025-10-20,979.0999755859375,979.0999755859375,987.5,971.5499877929688,986.0,193393
2025-10-21,980.8499755859375,980.8499755859375,987.9500122070312,972.7000122070312,979.0999755859375,26176
2025-10-23,997.7999877929688,997.7999877929688,1008.0,968.5,980.8499755859375,830521
2025-10-24,1000.4000244140625,1000.4000244140625,1015.0499877929688,995.2000122070312,995.7999877929688,467221
2025-10-27,1035.8499755859375,1035.8499755859375,1040.0,999.9500122070312,1006.0,557531
2025-10-28,1011.0499877929688,1011.0499877929688,1041.050048828125,1007.2999877929688,1036.0,412378
2025-10-29,1034.5,1034.5,1038.0999755859375,1015.75,1016.0999755859375,172573
2025-10-30,1038.9000244140625,1038.9000244140625,1042.0,1015.9500122070312,1038.0,345831
2025-10-31,1037.699951171875,1037.699951171875,1069.3499755859375,1030.6500244140625,1044.4000244140625,617988
2025-11-03,1041.4000244140625,1041.4000244140625,1060.0,1026.300048828125,1038.9000244140625,392667
2025-11-04,1018.0,1018.0,1034.199951171875,1013.2000122070312,1026.199951171875,285004
2025-11-06,993.0,993.0,1020.9000244140625,981.5,1015.5999755859375,266984
2025-11-07,980.0,980.0,989.9000244140625,972.0,984.0,270289
2025-11-10,978.4000244140625,978.4000244140625,993.9000244140625,975.0999755859375,982.5999755859375,274264
2025-11-11,968.4000244140625,968.4000244140625,982.7000122070312,957.5,978.4000244140625,173393
2025-11-12,958.9000244140625,958.9000244140625,978.7000122070312,952.9000244140625,970.0,337132
2025-11-13,950.7000122070312,950.7000122070312,965.7999877929688,942.0999755859375,958.7000122070312,233482
2025-11-14,944.2000122070312,944.2000122070312,953.9000244140625,939.2000122070312,946.5999755859375,525552
2025-11-17,945.4000244140625,945.4000244140625,961.4000244140625,940.2000122070312,944.2000122070312,180669
2025-11-18,926.0,926.0,950.4000244140625,925.0,949.2999877929688,120760
2025-11-19,925.2000122070312,925.2000122070312,930.5999755859375,919.0999755859375,925.2999877929688,82411
2025-11-20,923.2999877929688,923.2999877929688,934.0,913.5999755859375,934.0,126292
2025-11-21,898.7000122070312,898.7000122070312,923.4000244140625,897.5999755859375,923.2999877929688,165327
2025-11-24,869.7000122070312,869.7000122070312,900.5,850.7000122070312,899.9000244140625,584271
2025-11-25,899.2000122070312,899.2000122070312,908.9000244140625,865.0,865.0,1073988
2025-11-26,911.5999755859375,911.5999755859375,914.9000244140625,891.0,902.7000122070312,175196
2025-11-27,898.5,898.5,928.5,894.0,924.7000122070312,329056
2025-11-28,895.0999755859375,895.0999755859375,901.5999755859375,888.5999755859375,898.5999755859375,119425
2025-12-01,898.7999877929688,898.7999877929688,907.7999877929688,888.0,903.9500122070312,288963
2025-12-02,889.8499755859375,889.8499755859375,905.9000244140625,884.1500244140625,903.5,119668
2025-12-03,885.5999755859375,885.5999755859375,892.4000244140625,878.5499877929688,889.8499755859375,85576
2025-12-04,891.5499877929688,891.5499877929688,896.5,876.0999755859375,881.25,107023
2025-12-05,883.1500244140625,883.1500244140625,908.7999877929688,876.0999755859375,895.0,295866
2025-12-08,860.6500244140625,860.6500244140625,886.25,846.5499877929688,883.1500244140625,600605
2025-12-09,855.9500122070312,855.9500122070312,861.25,838.5,860.0,1040075
2025-12-10,875.5499877929688,875.5499877929688,885.75,856.6500244140625,860.5,321748
2025-12-11,871.4000244140625,871.4000244140625,882.6500244140625,865.0,874.5499877929688,131602
2025-12-12,886.0499877929688,886.0499877929688,887.9000244140625,870.9000244140625,879.4500122070312,128353
2025-12-15,884.4000244140625,884.4000244140625,889.4000244140625,866.6500244140625,886.0499877929688,239323
2025-12-16,858.6500244140625,858.6500244140625,878.0,856.5,878.0,267451
2025-12-17,860.0,860.0,862.4500122070312,851.9000244140625,861.0,103462
2025-12-18,876.1500244140625,876.1500244140625,880.5999755859375,843.0999755859375,858.0,197667
2025-12-19,866.9500122070312,866.9500122070312,874.5,859.0499877929688,874.5,130800
2025-12-22,873.75,873.75,878.0999755859375,862.5999755859375,870.0,129853
2025-12-23,879.4500122070312,879.4500122070312,881.4500122070312,867.0,874.9500122070312,160066
2025-12-24,879.5,879.5,885.5999755859375,871.5,875.9500122070312,92480
2025-12-26,880.0499877929688,880.0499877929688,884.0,870.0499877929688,878.75,80841
2025-12-29,878.7999877929688,878.7999877929688,888.0,870.0499877929688,888.0,91728
2025-12-30,870.2000122070312,870.2000122070312,878.0,863.7999877929688,878.0,94023
2025-12-31,885.0,885.0,888.3499755859375,870.9500122070312,874.5999755859375,105722
2026-01-01,896.6500244140625,896.6500244140625,900.0,875.7999877929688,885.9500122070312,80473
2026-01-02,890.4500122070312,890.4500122070312,900.0,881.2000122070312,897.9500122070312,182439
2026-01-05,902.5999755859375,902.5999755859375,905.0,883.3499755859375,891.0,266012
2026-01-06,891.4000244140625,891.4000244140625,903.5,886.5999755859375,902.0499877929688,356805
2026-01-07,886.9000244140625,886.9000244140625,904.4000244140625,881.0999755859375,891.25,404490
2026-01-08,868.7000122070312,868.7000122070312,895.75,865.0499877929688,882.0,240045
2026-01-09,858.8499755859375,858.8499755859375,868.9500122070312,845.6500244140625,865.0,305465
2026-01-12,872.25,872.25,879.75,838.5,855.0499877929688,339617
2026-01-13,855.9500122070312,855.9500122070312,873.1500244140625,848.0,870.0,400819
2026-01-14,842.4000244140625,842.4000244140625,860.0,839.0999755859375,851.0,447398
2026-01-15,842.4000244140625,842.4000244140625,842.4000244140625,842.4000244140625,842.4000244140625,0
2026-01-16,837.2999877929688,837.2999877929688,846.4000244140625,828.5999755859375,844.0999755859375,378627
2026-01-19,807.0,807.0,831.7999877929688,799.4000244140625,829.75,1127333
2026-01-20,792.0499877929688,792.0499877929688,811.9500122070312,782.5,807.0,440242
2026-01-21,770.5999755859375,770.5999755859375,793.5,767.0,780.0,889124
2026-01-22,779.7999877929688,779.7999877929688,783.0,769.5,773.2999877929688,707401
2026-01-23,760.1500244140625,760.1500244140625,787.5999755859375,751.0999755859375,780.5,1405372
2026-01-27,737.8499755859375,737.8499755859375,765.6500244140625,733.3499755859375,764.2000122070312,1015499
2026-01-28,735.3499755859375,735.3499755859375,747.3499755859375,728.0999755859375,733.0,258935
2026-01-29,734.4500122070312,734.4500122070312,743.7999877929688,717.75,743.7999877929688,414773
2026-01-30,752.25,752.25,757.1500244140625,721.5999755859375,732.2000122070312,502904
2026-02-02,738.7999877929688,738.7999877929688,749.4000244140625,717.9500122070312,735.0499877929688,484561
2026-02-03,782.0999755859375,782.0999755859375,786.5,753.9000244140625,755.9000244140625,713951
2026-02-04,795.2999877929688,795.2999877929688,799.9000244140625,767.5,782.0,205226
2026-02-05,771.4500122070312,771.4500122070312,787.9500122070312,763.0,787.5,432244
2026-02-06,763.0499877929688,763.0499877929688,779.5499877929688,754.9500122070312,766.0999755859375,319319
2026-02-09,807.2999877929688,807.2999877929688,811.5,767.9000244140625,767.9000244140625,351326
2026-02-10,802.4000244140625,802.4000244140625,811.7000122070312,791.2999877929688,811.2999877929688,234097
2026-02-11,802.4500122070312,802.4500122070312,806.5499877929688,794.0499877929688,800.0,73711
2026-02-12,796.5499877929688,796.5499877929688,801.0999755859375,780.9000244140625,801.0,161083
2026-02-13,762.9500122070312,762.9500122070312,792.5499877929688,757.0,787.0999755859375,233611
2026-02-16,747.7999877929688,747.7999877929688,760.0,743.7000122070312,756.0,485717
2026-02-17,742.6500244140625,742.6500244140625,752.5,740.0,745.2000122070312,205543
2026-02-18,740.25,740.25,744.4000244140625,732.0999755859375,743.0,508910
2026-02-19,740.0999755859375,740.0999755859375,744.0,736.0999755859375,741.2999877929688,495892
2026-02-20,740.6500244140625,740.6500244140625,742.4500122070312,731.5999755859375,740.0999755859375,180145
2026-02-23,748.3499755859375,748.3499755859375,755.0,739.4500122070312,740.8499755859375,191280
2026-02-24,729.8499755859375,729.8499755859375,753.25,727.25,744.5999755859375,198918
2026-02-25,714.3499755859375,714.3499755859375,735.4500122070312,705.0,733.0,350767
2026-02-26,716.1500244140625,716.1500244140625,731.9000244140625,714.1500244140625,718.0999755859375,115524
2026-02-27,694.0499877929688,694.0499877929688,728.4000244140625,685.0,722.5,1214924
2026-03-02,678.5999755859375,678.5999755859375,696.4500122070312,668.1500244140625,680.0,542766
2026-03-04,655.9000244140625,655.9000244140625,671.2000122070312,649.0499877929688,668.1500244140625,367832
2026-03-05,670.9500122070312,670.9500122070312,676.0499877929688,658.5999755859375,659.0,292027
2026-03-06,665.5499877929688,665.5499877929688,678.5999755859375,661.75,666.0,411565
2026-03-09,663.0,663.0,671.0,641.9500122070312,650.0,217098
2026-03-10,671.4500122070312,671.4500122070312,674.25,653.1500244140625,667.7999877929688,152698
2026-03-11,672.0,672.0,689.8499755859375,669.0499877929688,680.0,257147
2026-03-12,665.0,665.0,680.0,650.25,664.6500244140625,241725
2026-03-13,653.7000122070312,653.7000122070312,661.4500122070312,646.6500244140625,653.2999877929688,190158
2026-03-16,650.75,650.75,659.5499877929688,633.1500244140625,650.0,229692
2026-03-17,649.25,649.25,653.9500122070312,637.75,648.0,386654
2026-03-18,686.1500244140625,686.1500244140625,694.9500122070312,649.25,649.25,370633
2026-03-19,658.5999755859375,658.5999755859375,676.0499877929688,640.5999755859375,676.0499877929688,171285
2026-03-20,643.9000244140625,643.9000244140625,666.0,640.0499877929688,658.9500122070312,210646
2026-03-23,634.7000122070312,634.7000122070312,643.9000244140625,601.0,643.9000244140625,205893
2026-03-24,645.4000244140625,645.4000244140625,650.0,630.2999877929688,647.4000244140625,224326
2026-03-25,670.8499755859375,670.8499755859375,675.2999877929688,650.2000122070312,653.9500122070312,338988
2026-03-27,691.1500244140625,691.1500244140625,752.9500122070312,672.0,675.0,23368035
2026-03-30,650.75,650.75,677.3499755859375,645.0,677.3499755859375,1817056
2026-04-01,672.5999755859375,672.5999755859375,675.9500122070312,653.0,673.0,462882
2026-04-02,687.5499877929688,687.5499877929688,694.4000244140625,645.75,657.2000122070312,392068
2026-04-06,690.8499755859375,690.8499755859375,694.7999877929688,673.4500122070312,688.0,204206
2026-04-07,691.5,691.5,702.9500122070312,682.0,693.0,210997
2026-04-08,718.0499877929688,718.0499877929688,735.0,703.2000122070312,720.0,990079
2026-04-09,701.0499877929688,701.0499877929688,721.4500122070312,698.0,721.4500122070312,626682
2026-04-10,723.2000122070312,723.2000122070312,728.8499755859375,704.5999755859375,704.5999755859375,607038
