Date,Adj Close,Close,High,Low,Open,Volume
2025-02-12,6272.97607421875,6332.85009765625,6500.0498046875,6181.2001953125,6500.0,21431
2025-02-13,6134.29931640625,6192.85009765625,6306.0498046875,6105.0,6281.0,19117
2025-02-14,6112.6064453125,6170.9501953125,6250.0,6114.60009765625,6250.0,19023
2025-02-17,5992.70068359375,6049.89990234375,6181.0498046875,5980.0,6170.9501953125,17867
2025-02-18,5912.5166015625,5968.9501953125,6067.10009765625,5911.60009765625,6049.0498046875,8504
2025-02-19,5932.5751953125,5989.2001953125,6100.0,5911.10009765625,5965.0,10871
2025-02-20,5889.38720703125,5945.60009765625,6044.39990234375,5898.25,6000.10009765625,13787
2025-02-21,5771.51220703125,5826.60009765625,6045.0,5815.2998046875,5955.25,30342
2025-02-24,5523.47998046875,5576.2001953125,5826.5,5544.0,5820.0,81577
2025-02-25,5350.33203125,5401.39990234375,5643.0,5375.0,5599.9501953125,80915
2025-02-27,5342.6552734375,5393.64990234375,5496.9501953125,5292.0498046875,5401.39990234375,58023
2025-02-28,5241.2236328125,5291.25,5412.0,5196.14990234375,5380.5,55203
2025-03-03,5223.6416015625,5273.5,5421.0,5095.0,5291.25,23799
2025-03-04,5371.2822265625,5422.5498046875,5491.14990234375,5147.64990234375,5273.5,30996
2025-03-05,5457.11328125,5509.2001953125,5543.0,5339.60009765625,5421.0498046875,28666
2025-03-06,5534.87109375,5587.7001953125,5643.0,5519.7001953125,5552.89990234375,20803
2025-03-07,5510.701171875,5563.2998046875,5625.0,5530.0,5587.7001953125,21904
2025-03-10,5456.22119140625,5508.2998046875,5589.7998046875,5433.39990234375,5566.0,20476
2025-03-11,5256.0322265625,5306.2001953125,5410.0,5290.25,5398.60009765625,17656
2025-03-12,5253.06103515625,5303.2001953125,5330.0,5236.0,5306.2001953125,17135
2025-03-13,5150.142578125,5199.2998046875,5323.7001953125,5190.0,5303.0498046875,19078
2025-03-17,5034.34814453125,5082.39990234375,5259.9501953125,5060.0498046875,5199.39990234375,33126
2025-03-18,5034.34814453125,5082.39990234375,5082.39990234375,5082.39990234375,5082.39990234375,0
2025-03-19,5258.35986328125,5308.5498046875,5381.89990234375,5280.64990234375,5300.0498046875,24374
2025-03-20,5365.28955078125,5416.5,5488.2998046875,5312.5498046875,5369.0,49722
2025-03-21,5547.8466796875,5600.7998046875,5624.7998046875,5413.0498046875,5495.0,42683
2025-03-24,5606.140625,5659.64990234375,5713.0,5561.60009765625,5605.0498046875,41394
2025-03-25,5584.44775390625,5637.75,5753.0,5555.0,5753.0,21193
2025-03-26,5597.3740234375,5650.7998046875,5661.0,5530.7001953125,5635.5,21314
2025-03-27,5670.7734375,5724.89990234375,5779.9501953125,5552.7998046875,5619.7001953125,38544
2025-03-28,5585.4873046875,5638.7998046875,5888.0,5582.60009765625,5695.0,40127
2025-04-01,5589.35107421875,5642.7001953125,5756.5498046875,5571.0,5607.75,12429
2025-04-02,5680.28271484375,5734.5,5753.5,5531.7998046875,5640.0,10475
2025-04-03,5652.0029296875,5705.9501953125,5759.39990234375,5635.2001953125,5642.2998046875,11171
2025-04-04,5459.24267578125,5511.35009765625,5722.60009765625,5465.0,5721.25,12038
2025-04-07,5347.41015625,5398.4501953125,5439.75,5225.39990234375,5373.5498046875,21854
2025-04-08,5407.5361328125,5459.14990234375,5499.9501953125,5398.4501953125,5398.4501953125,7403
2025-04-09,5361.6240234375,5412.7998046875,5448.25,5357.5,5431.89990234375,5727
2025-04-11,5342.5068359375,5393.5,5521.0,5375.0,5521.0,12545
2025-04-15,5610.94482421875,5664.5,5699.5,5430.0,5554.0,27937
2025-04-16,5627.7841796875,5681.5,5725.0,5641.0,5725.0,7318
2025-04-17,5602.52490234375,5656.0,5720.0,5622.0,5719.5,6968
2025-04-21,5616.392578125,5670.0,5726.0,5620.0,5699.0,11093
2025-04-22,5748.13525390625,5803.0,5830.5,5640.5,5655.0,13317
2025-04-23,5639.17529296875,5693.0,5852.0,5674.0,5815.0,23366
2025-04-24,5625.3076171875,5679.0,5696.5,5624.5,5691.0,11977
2025-04-25,5419.76953125,5471.5,5695.0,5400.5,5650.0,23176
2025-04-28,5365.28955078125,5416.5,5474.0,5387.0,5443.5,14654
2025-04-29,5403.42529296875,5455.0,5485.0,5390.0,5428.0,15813
2025-04-30,5306.35205078125,5357.0,5465.5,5307.5,5425.0,18551
2025-05-02,5299.91357421875,5350.5,5373.0,5240.0,5327.5,13275
2025-05-05,5326.658203125,5377.5,5421.5,5311.0,5345.0,16363
2025-05-06,5261.2822265625,5311.5,5529.5,5257.0,5350.0,29127
2025-05-07,5350.43115234375,5401.5,5466.5,5208.5,5280.0,26627
2025-05-08,5468.80126953125,5521.0,5848.0,5372.0,5394.5,145823
2025-05-09,5776.86083984375,5832.0,5904.0,5380.0,5433.0,248761
2025-05-12,6551.962890625,6614.5,6770.0,6045.0,6050.0,610814
2025-05-13,6430.62109375,6492.0,6590.0,6384.5,6560.0,97036
2025-05-14,6429.63037109375,6491.0,6572.5,6405.0,6490.0,81592
2025-05-15,6415.267578125,6476.5,6530.0,6385.0,6486.0,38072
2025-05-16,6475.69091796875,6537.5,6740.0,6440.5,6505.0,45708
2025-05-19,6437.5546875,6499.0,6628.0,6465.5,6590.0,16371
2025-05-20,6270.15283203125,6330.0,6585.5,6300.0,6585.5,16046
2025-05-21,6349.8916015625,6410.5,6593.0,6330.0,6330.0,53723
2025-05-22,6341.96728515625,6402.5,6499.5,6345.0,6378.0,12032
2025-05-23,6305.31689453125,6365.5,6398.0,6325.0,6370.5,11110
2025-05-26,6440.5263671875,6502.0,6555.0,6335.0,6335.0,18923
2025-05-27,6398.42822265625,6459.5,6560.0,6439.0,6504.5,13033
2025-05-28,6323.14697265625,6383.5,6499.5,6373.0,6494.0,13743
2025-05-29,6359.796875,6420.5,6530.0,6375.0,6375.0,14928
2025-05-30,6301.85009765625,6362.0,6582.5,6311.0,6453.0,32949
2025-06-02,6368.7119140625,6429.5,6507.0,6300.5,6360.0,12784
2025-06-03,6474.7001953125,6536.5,6550.0,6435.5,6498.0,27548
2025-06-04,6544.03857421875,6606.5,6712.0,6471.5,6536.5,41034
2025-06-05,6524.72265625,6587.0,6733.0,6560.0,6610.0,32253
2025-06-06,6547.01025390625,6609.5,6658.0,6534.5,6587.0,13530
2025-06-09,6985.32666015625,7052.0,7149.0,6644.5,6690.0,202520
2025-06-10,6986.31689453125,7053.0,7179.5,6901.0,7150.0,83585
2025-06-11,6931.8369140625,6998.0,7170.0,6974.5,7086.0,54351
2025-06-12,6939.26611328125,7005.5,7066.5,6912.5,6956.0,24633
2025-06-13,6931.8369140625,6998.0,7040.0,6810.5,6855.0,22837
2025-06-16,6969.97314453125,7036.5,7064.5,6852.0,6995.0,22055
2025-06-17,6987.3076171875,7054.0,7275.0,6953.0,7036.5,56990
2025-06-18,6902.6162109375,6968.5,7138.0,6950.0,7029.0,26594
2025-06-19,6798.11328125,6863.0,7020.0,6774.5,6970.0,29019
2025-06-20,6541.56201171875,6604.0,6900.0,6543.0,6830.0,69607
2025-06-23,6670.828125,6734.5,6761.5,6530.5,6550.0,35144
2025-06-24,6721.34619140625,6785.5,6826.0,6652.5,6800.0,29370
2025-06-25,6711.44091796875,6775.5,6850.0,6740.0,6800.0,12069
2025-06-26,6534.13330078125,6596.5,6818.0,6573.0,6795.5,39799
2025-06-27,6751.5576171875,6816.0,6885.0,6651.0,6658.0,105047
2025-06-30,6810.0,6875.0,6920.0,6842.0,6920.0,39675
2025-07-01,6788.5,6788.5,6869.5,6750.0,6835.0,20934
2025-07-02,6653.0,6653.0,6785.0,6609.0,6752.5,35382
2025-07-03,6765.0,6765.0,6800.0,6650.0,6700.0,28832
2025-07-04,6750.0,6750.0,6828.5,6710.0,6765.0,14844
2025-07-07,6738.0,6738.0,6774.5,6655.5,6745.0,16158
2025-07-08,6779.0,6779.0,6803.5,6655.0,6700.0,17591
2025-07-09,6779.5,6779.5,6811.5,6730.5,6802.5,20810
2025-07-10,6827.0,6827.0,6848.0,6766.0,6779.5,20360
2025-07-11,6673.5,6673.5,6855.0,6615.0,6827.0,49097
2025-07-14,6626.5,6626.5,6707.5,6602.0,6676.0,16028
2025-07-15,6507.0,6507.0,6696.5,6440.0,6626.5,58242
2025-07-16,6925.5,6925.5,7030.0,6520.0,6520.0,303927
2025-07-17,7052.5,7052.5,7100.0,6859.5,6950.0,83719
2025-07-18,6921.5,6921.5,7084.5,6902.0,7052.0,30216
2025-07-21,6907.0,6907.0,6964.0,6818.0,6953.0,31055
2025-07-22,6868.0,6868.0,7026.5,6839.0,6900.0,30332
2025-07-23,6787.0,6787.0,6880.0,6750.0,6880.0,29006
2025-07-24,6708.0,6708.0,6825.0,6688.0,6804.0,17821
2025-07-25,6613.5,6613.5,6709.0,6600.0,6700.0,9355
2025-07-28,6542.0,6542.0,6647.0,6425.0,6591.5,22282
2025-07-29,6482.5,6482.5,6561.0,6432.0,6535.0,13433
2025-07-30,6513.5,6513.5,6550.0,6428.5,6484.0,15138
2025-07-31,6545.0,6545.0,6605.0,6376.0,6435.0,13986
2025-08-01,6434.0,6434.0,6574.5,6406.0,6500.0,8175
2025-08-04,6577.5,6577.5,6600.0,6400.0,6449.0,21950
2025-08-05,6405.5,6405.5,6559.0,6378.5,6559.0,17662
2025-08-06,6261.0,6261.0,6425.0,6221.5,6400.0,35690
2025-08-07,6243.5,6243.5,6360.5,6182.5,6251.0,37922
2025-08-08,6205.5,6205.5,6299.0,6172.0,6203.0,18647
2025-08-11,6388.0,6388.0,6420.0,6184.5,6211.0,24264
2025-08-12,6356.0,6356.0,6440.0,6334.0,6440.0,6174
2025-08-13,6410.5,6410.5,6435.0,6290.0,6350.0,10982
2025-08-14,6398.0,6398.0,6434.5,6318.0,6403.0,12610
2025-08-18,6499.0,6499.0,6531.0,6417.0,6460.0,18708
2025-08-19,6498.5,6498.5,6600.0,6475.5,6600.0,13900
2025-08-20,6500.0,6500.0,6570.0,6480.0,6570.0,15025
2025-08-21,6477.5,6477.5,6545.5,6462.0,6522.0,4816
2025-08-22,6528.5,6528.5,6579.0,6413.0,6523.0,14139
2025-08-25,6467.0,6467.0,6574.0,6436.0,6574.0,6843
2025-08-26,6312.5,6312.5,6475.5,6290.0,6453.5,7625
2025-08-28,6247.0,6247.0,6310.0,6220.0,6310.0,5718
2025-08-29,6311.0,6311.0,6332.5,6201.5,6247.0,13235
2025-09-01,6287.0,6287.0,6343.5,6271.5,6310.5,5580
2025-09-02,6333.0,6333.0,6398.0,6211.0,6300.0,21728
2025-09-03,6308.0,6308.0,6375.5,6294.0,6351.0,7214
2025-09-04,6365.0,6365.0,6395.0,6319.5,6319.5,7225
2025-09-05,6341.0,6341.0,6394.5,6297.5,6366.0,5218
2025-09-08,6384.5,6384.5,6430.0,6280.5,6328.5,10626
2025-09-09,6344.5,6344.5,6400.0,6320.5,6384.5,5381
2025-09-10,6374.0,6374.0,6430.0,6315.0,6344.0,14183
2025-09-11,6341.5,6341.5,6401.0,6327.0,6374.0,8023
2025-09-12,6322.0,6322.0,6375.0,6285.0,6342.0,10447
2025-09-15,6319.0,6319.0,6350.0,6266.0,6322.0,8396
2025-09-16,6339.5,6339.5,6390.0,6311.0,6343.0,3899
2025-09-17,6374.0,6374.0,6392.0,6320.0,6340.0,23422
2025-09-18,6347.5,6347.5,6450.0,6333.5,6385.0,8095
2025-09-19,6264.0,6264.0,6400.0,6240.0,6400.0,16132
2025-09-22,6302.0,6302.0,6335.0,6240.0,6269.5,39185
2025-09-23,6180.0,6180.0,6349.5,6169.0,6305.5,20601
2025-09-24,6122.5,6122.5,6180.0,6029.5,6180.0,35549
2025-09-25,6128.0,6128.0,6162.0,6097.5,6130.0,12371
2025-09-26,6179.5,6179.5,6298.0,5962.0,6128.0,22204
2025-09-29,6158.5,6158.5,6184.5,6081.0,6149.0,11023
2025-09-30,6162.5,6162.5,6185.0,6113.0,6158.5,4292
2025-10-01,6106.0,6106.0,6192.0,6080.0,6171.0,7220
2025-10-03,6148.5,6148.5,6170.0,6066.0,6106.0,5930
2025-10-06,6123.0,6123.0,6160.0,6083.5,6160.0,9611
2025-10-07,6089.0,6089.0,6166.5,6080.0,6130.0,5111
2025-10-08,6177.0,6177.0,6187.5,6052.0,6100.0,11017
2025-10-09,6023.0,6023.0,6199.0,6015.0,6177.0,14964
2025-10-10,5967.0,5967.0,6059.5,5947.5,6023.0,12915
2025-10-13,6012.0,6012.0,6070.0,5901.5,5967.0,15032
2025-10-14,6091.0,6091.0,6129.5,6013.5,6062.0,16490
2025-10-15,6053.0,6053.0,6139.0,6016.5,6090.5,18986
2025-10-16,6039.0,6039.0,6119.5,6021.0,6090.0,8631
2025-10-17,6002.0,6002.0,6170.0,5959.5,6039.0,12560
2025-10-20,6042.5,6042.5,6094.5,5934.0,6065.0,14308
2025-10-21,6069.0,6069.0,6087.5,6005.0,6005.0,1706
2025-10-23,6022.0,6022.0,6080.0,5975.0,6074.5,12806
2025-10-24,6072.0,6072.0,6085.0,5997.0,6020.0,11094
2025-10-27,5997.0,5997.0,6075.0,5982.0,6072.0,7542
2025-10-28,5967.0,5967.0,6050.0,5957.5,6050.0,4766
2025-10-29,6126.5,6126.5,6150.0,5936.5,5975.0,16621
2025-10-30,6183.5,6183.5,6195.0,6050.0,6100.0,13680
2025-10-31,6226.5,6226.5,6249.0,6151.0,6183.5,14980
2025-11-03,6283.0,6283.0,6311.0,6120.0,6230.0,18095
2025-11-04,6294.5,6294.5,6310.0,6157.5,6250.0,13291
2025-11-06,6184.5,6184.5,6329.5,6140.0,6329.5,9144
2025-11-07,5997.0,5997.0,6174.0,5975.0,6171.0,16086
2025-11-10,5923.5,5923.5,6003.0,5855.0,6001.0,14192
2025-11-11,5819.0,5819.0,5997.0,5755.0,5973.5,33450
2025-11-12,5771.5,5771.5,5861.5,5759.5,5861.0,13711
2025-11-13,5686.0,5686.0,5791.5,5650.0,5760.0,24634
2025-11-14,5617.0,5617.0,5698.5,5593.5,5698.5,91142
2025-11-17,5620.5,5620.5,5660.0,5588.5,5621.0,30249
2025-11-18,5680.0,5680.0,5714.0,5582.0,5610.0,32335
2025-11-19,5651.0,5651.0,5699.5,5616.0,5699.5,7669
2025-11-20,5682.0,5682.0,5722.0,5605.0,5665.0,10032
2025-11-21,5584.5,5584.5,5683.5,5573.0,5683.5,10648
2025-11-24,5498.0,5498.0,5587.0,5418.0,5584.5,55234
2025-11-25,5467.0,5467.0,5525.0,5380.0,5500.0,19963
2025-11-26,5552.0,5552.0,5578.0,5439.5,5500.0,11653
2025-11-27,5558.0,5558.0,5610.0,5495.5,5607.5,11704
2025-11-28,5537.0,5537.0,5560.0,5491.5,5560.0,51292
2025-12-01,5501.0,5501.0,5580.0,5460.5,5546.0,10781
2025-12-02,5409.5,5409.5,5519.5,5400.0,5480.0,10235
2025-12-03,5486.5,5486.5,5496.0,5400.0,5410.0,17558
2025-12-04,5405.0,5405.0,5487.5,5395.0,5487.5,7299
2025-12-05,5344.0,5344.0,5433.0,5331.5,5405.0,11021
2025-12-08,5320.5,5320.5,5400.5,5231.0,5382.5,15391
2025-12-09,5265.0,5265.0,5328.0,5231.0,5328.0,20391
2025-12-10,5355.5,5355.5,5392.5,5284.5,5307.0,19120
2025-12-11,5277.5,5277.5,5342.0,5242.0,5342.0,8533
2025-12-12,5258.5,5258.5,5327.5,5250.0,5327.5,8243
2025-12-15,5179.5,5179.5,5269.0,5168.0,5269.0,34310
2025-12-16,5352.5,5352.5,5387.5,5131.5,5175.0,47374
2025-12-17,5431.0,5431.0,5520.0,5329.5,5379.0,51382
2025-12-18,5291.0,5291.0,5421.0,5275.0,5421.0,21086
2025-12-19,5291.5,5291.5,5327.5,5247.0,5280.0,12105
2025-12-22,5331.0,5331.0,5340.0,5261.5,5300.0,20912
2025-12-23,5299.0,5299.0,5340.0,5276.0,5340.0,10696
2025-12-24,5250.0,5250.0,5314.5,5230.0,5310.0,12330
2025-12-26,5181.0,5181.0,5270.0,5151.0,5260.0,24533
2025-12-29,5141.0,5141.0,5202.5,5124.0,5198.0,13229
2025-12-30,5158.0,5158.0,5171.0,5116.0,5142.0,5917
2025-12-31,5235.5,5235.5,5249.0,5139.5,5173.0,12038
2026-01-01,5239.0,5239.0,5277.0,5211.5,5277.0,7796
2026-01-02,5258.0,5258.0,5271.5,5186.0,5245.0,15070
2026-01-05,5182.0,5182.0,5258.0,5151.0,5258.0,11912
2026-01-06,5177.0,5177.0,5193.5,5150.0,5182.0,9348
2026-01-07,5171.0,5171.0,5181.5,5132.5,5160.0,9139
2026-01-08,5188.5,5188.5,5264.0,5140.0,5171.0,18631
2026-01-09,5121.5,5121.5,5152.5,5091.0,5151.0,52716
2026-01-12,5058.0,5058.0,5129.5,5004.0,5129.5,15287
2026-01-13,5074.5,5074.5,5120.0,5009.0,5059.5,15385
2026-01-14,5096.5,5096.5,5106.0,5030.0,5074.5,6704
2026-01-16,5196.0,5196.0,5247.0,5081.0,5086.0,20400
2026-01-19,5063.5,5063.5,5185.5,5056.0,5185.5,8362
2026-01-20,5016.0,5016.0,5070.5,4981.0,5064.5,11618
2026-01-21,5040.5,5040.5,5155.0,4826.0,5015.0,30356
2026-01-22,5031.0,5031.0,5100.0,4923.5,5075.0,19045
2026-01-23,4939.0,4939.0,5035.5,4920.0,5015.5,13544
2026-01-27,4873.0,4873.0,4949.5,4796.5,4949.5,13707
2026-01-28,4994.0,4994.0,5016.5,4855.5,4873.0,9137
2026-01-29,4970.0,4970.0,4994.5,4925.0,4994.0,7393
2026-01-30,5000.0,5000.0,5044.5,4907.5,4960.5,13293
2026-02-02,5020.5,5020.5,5063.89990234375,4875.0,5060.0,9408
2026-02-03,5147.60009765625,5147.60009765625,5177.89990234375,5056.60009765625,5149.89990234375,13171
2026-02-04,5184.10009765625,5184.10009765625,5250.0,4920.39990234375,5075.0,85448
2026-02-05,5053.60009765625,5053.60009765625,5184.0,5010.0,5184.0,13868
2026-02-06,5167.10009765625,5167.10009765625,5200.0,5006.39990234375,5050.10009765625,23703
2026-02-09,5275.60009765625,5275.60009765625,5304.39990234375,5137.0,5167.10009765625,13503
2026-02-10,5287.39990234375,5287.39990234375,5349.5,5257.7001953125,5301.7998046875,11680
2026-02-11,5216.39990234375,5216.39990234375,5328.0,5145.60009765625,5287.39990234375,6856
2026-02-12,5191.5,5191.5,5267.89990234375,5170.60009765625,5230.5,7894
2026-02-13,5111.7998046875,5111.7998046875,5182.89990234375,5097.0,5170.0,7443
2026-02-16,5090.0,5090.0,5149.0,5085.0,5102.0,6827
2026-02-17,5126.5,5126.5,5276.0,5060.60009765625,5086.0,6911
2026-02-18,5216.7998046875,5216.7998046875,5229.89990234375,5080.2998046875,5148.60009765625,19420
2026-02-19,5119.5,5119.5,5229.0,5081.5,5200.0,5605
2026-02-20,5095.39990234375,5095.39990234375,5171.7998046875,5010.2001953125,5119.5,9273
2026-02-23,5091.7001953125,5091.7001953125,5160.7998046875,5081.10009765625,5146.0,8387
2026-02-24,4994.5,4994.5,5085.2998046875,4986.0,5080.0,11964
2026-02-25,4932.10009765625,4932.10009765625,5048.89990234375,4900.0,4994.5,12147
2026-02-26,4944.2001953125,4944.2001953125,4980.0,4905.0,4905.0,11681
2026-02-27,4886.39990234375,4886.39990234375,5000.0,4871.2001953125,4912.2998046875,10399
2026-03-02,4784.7998046875,4784.7998046875,4827.0,4729.0,4750.0,15388
2026-03-04,4783.7001953125,4783.7001953125,4810.0,4701.0,4750.0,12261
2026-03-05,4764.2998046875,4764.2998046875,4839.0,4698.10009765625,4800.10009765625,13030
2026-03-06,4742.5,4742.5,4798.10009765625,4730.60009765625,4750.0,5611
2026-03-09,4549.5,4549.5,4724.89990234375,4530.0,4700.10009765625,34045
2026-03-10,4584.10009765625,4584.10009765625,4624.7998046875,4535.10009765625,4570.0,18886
2026-03-11,4652.10009765625,4652.10009765625,4786.0,4584.2001953125,4600.0,40412
2026-03-12,4667.89990234375,4667.89990234375,4728.89990234375,4524.0,4625.0,13682
2026-03-13,4524.2998046875,4524.2998046875,4651.60009765625,4512.0,4615.39990234375,11688
2026-03-16,4580.89990234375,4580.89990234375,4614.10009765625,4461.10009765625,4524.0,13519
2026-03-17,4601.60009765625,4601.60009765625,4616.60009765625,4530.5,4578.5,21868
2026-03-18,4982.10009765625,4982.10009765625,5019.2998046875,4601.60009765625,4601.60009765625,92567
2026-03-19,4758.5,4758.5,4925.89990234375,4740.10009765625,4905.0,22015
2026-03-20,4753.7001953125,4753.7001953125,4849.89990234375,4721.39990234375,4758.5,13514
2026-03-23,4582.89990234375,4582.89990234375,4738.0,4535.7998046875,4700.0,13908
2026-03-24,4700.7998046875,4700.7998046875,4750.0,4570.10009765625,4709.39990234375,14247
2026-03-25,4728.2998046875,4728.2998046875,4818.89990234375,4665.0,4700.0,23775
2026-03-27,4640.5,4640.5,4777.0,4600.60009765625,4710.0,84209
2026-03-30,4562.7001953125,4562.7001953125,4620.0,4518.2001953125,4600.0,22910
2026-04-01,4667.39990234375,4667.39990234375,4704.0,4565.0,4565.0,9237
2026-04-02,4677.2998046875,4677.2998046875,4703.7001953125,4519.0,4626.0,5834
2026-04-06,4788.7998046875,4788.7998046875,4799.0,4609.5,4692.5,14072
2026-04-07,4809.2001953125,4809.2001953125,4830.0,4726.2998046875,4780.0,6644
2026-04-08,5053.39990234375,5053.39990234375,5170.0,4860.10009765625,4895.0,34396
2026-04-09,5033.7001953125,5033.7001953125,5119.2001953125,4995.2001953125,5053.5,10358
2026-04-10,5162.0,5162.0,5222.0,5060.0,5060.0,21361
2026-04-13,5217.89990234375,5217.89990234375,5269.0,5018.5,5050.0,31954
2026-04-15,5299.0,5299.0,5310.0,5220.5,5230.0,13379
2026-04-16,5270.89990234375,5270.89990234375,5385.0,5225.0,5385.0,11652
2026-04-17,5325.10009765625,5325.10009765625,5340.0,5283.2998046875,5284.5,12082
2026-04-20,5306.39990234375,5306.39990234375,5355.0,5265.0,5355.0,9606
2026-04-21,5295.2001953125,5295.2001953125,5368.0,5276.10009765625,5332.89990234375,9440
2026-04-22,5488.89990234375,5488.89990234375,5549.0,5271.2001953125,5295.0,32153
2026-04-23,5469.7998046875,5469.7998046875,5490.0,5421.5,5468.0,26196
2026-04-24,5328.2998046875,5328.2998046875,5461.0,5300.0,5461.0,7922
2026-04-27,5265.5,5265.5,5420.0,5220.0,5420.0,13176
